"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Марка автомобиля";Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr"
958028366522;"Arcane Warrior";A.013.000004,105-002-007-00;;"Маркизы и тенты;Допы>>>Допы к палаткам;Маркизы и тенты>>>Маркизы обычные";"Маркиза автомобильная Arcane Warrior HARDCORE Car Canopy (версия Vinyl)";;"Маркиза автомобильная складная в алюминиевом корпусе <strong>HARDCORE Car Canopy </strong>(версия Vinil. Внутренняя сторона черного цвета, усиленная защита от дождя). <br />Откройте для себя новую ступень комфорта на открытом воздухе с боковым навесом <strong>HARDCORE</strong>, где передовые инновации сочетаются с надежностью и прочностью. <br />Создан для тех, кто ищет приключений, не жертвуя качеством, этот навес — не просто аксессуар, а настоящий прорыв.<br /><ul><li data-list=""bullet"">Стильный, прочный и эргономичный алюминиевый корпус</li><li data-list=""bullet"">Полуавтоматическая система складывания и установки</li><li data-list=""bullet"">Светодиодная подсветка</li></ul><br /><br />";https://static.tildacdn.com/stor3166-3666-4632-b331-653162373663/33857130.jpg;71250.00;;;;;TbYvLnkn9CZiAp9LbhFs;;;16700;2191;208;172;;;;;
384128390122;"Arcane Warrior";A.036.000001,101-005-004-00;;"Экспедиционные боксы;Допы>>>Допы к багажникам;Хранение";"Экспедиционный бокс FLEX 36L";;"Пластиковый экспедиционный бокс <strong>Arcane Warrior FLEX 36 л</strong> - идеальное решение для перевозки вещей и оборудования на крыше внедорожника, в кузове пикапа или в багажнике";https://static.tildacdn.com/stor6136-6364-4261-a430-383234393263/878a8de0ab117a374a661d4667c3008a.jpg;36005.00;;;;;oJPImo0xAVU3JXnT1VJ3;;;12000;1100;430;180;;;;;
113557803412;"Arcane Warrior";A.036.000002,101-005-003-00;;"Экспедиционные боксы;Допы>>>Допы к багажникам;Хранение";"Экспедиционный бокс FLEX 52L";;"Пластиковый экспедиционный бокс<strong> Arcane Warrior FLEX 52 л</strong> - идеальное решение для перевозки вещей и оборудования на крыше внедорожника, в кузове пикапа или в багажнике.";https://static.tildacdn.com/stor6233-3664-4462-b439-366637366461/23340119.jpg;38475.00;;;;;S7akoG35dJ4bDFXxh9LS;;;9200;1070;450;230;;;;;
890068420922;"Arcane Warrior";A.036.000003,101-005-002-00;;"Экспедиционные боксы;Допы>>>Допы к багажникам;Хранение";"Экспедиционный бокс FLEX 108L";;"Пластиковый экспедиционный бокс <strong>Arcane Warrior FLEX 108 л</strong> - идеальное решение для перевозки вещей и оборудования на крыше внедорожника, в кузове пикапа или в багажнике.";https://static.tildacdn.com/stor3864-3036-4232-b034-373962666461/78573249.jpg;43415.00;;;;;RnkASA1EgEZxTGReGpdr;;;14100;1250;490;300;;;;;
145702115602;"Arcane Warrior";A.036.000004,101-005-001-00;;"Экспедиционные боксы;Допы>>>Допы к багажникам;Хранение";"Экспедиционный бокс FLEX 116L";;"Пластиковый экспедиционный бокс <strong>Arcane Warrior FLEX 116 л</strong> - идеальное решение для перевозки вещей и оборудования на крыше, в кузове пикапа или в багажнике внедорожника.<br /><br /><strong>Характеристики</strong><br />Габариты: (ДxШxВ): 890x490x410#nbsp;мм<br />Вес: 11,8 кг<br />Старый артикул: 101-005-001-00";https://static.tildacdn.com/stor3466-3931-4234-a261-376462353535/14892936.jpg;40280.00;;;;;l0IfXc4xjm4FIRfEB6my;;;0;0;0;0;;;;;
885965964382;"Arcane Warrior";A.037.000012,101-000-024-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренняя молле-панель на крышку бокса 36 л FLEX Equipment Box Top Cover Expansion Plate (36L)";;"Алюминиевая молле-панель <strong>Top Cover Expansion Plate</strong> для бокса 36л серии <strong>FLEX</strong> позволяет закрепить на внутренней части крышки контейнера мелкие вещи и оборудование";https://static.tildacdn.com/stor6136-3764-4538-a661-353866333939/71918272.jpg;6840.00;;;;;lUmM3oKKl5aIANRA1yp4;;;1500;940;280;3;;;;;
365729223812;"Arcane Warrior";A.037.000013,101-000-006-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренняя молле-панель на крышку бокса 52 л FLEX Equipment Box Top Cover Expansion Plate (52L)";;"Алюминиевая молле-панель <strong>Top Cover Expansion Plate</strong> для бокса 52л серии <strong>FLEX</strong> позволяет закрепить на внутренней части крышки контейнера мелкие вещи и оборудование";https://static.tildacdn.com/stor6336-3830-4433-a361-333637653433/19133463.jpg;6840.00;;;;;4NUKKmsyyfjea06kImlB;;;1300;859;264;3;;;;;
790403691422;"Arcane Warrior";A.037.000014,101-000-005-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренняя молле-панель на крышку бокса 108 л FLEX Equipment Box Top Cover Expansion Plate (108L)";;"Алюминиевая молле-панель <strong>Top Cover Expansion Plate</strong> для бокса 108л серии <strong>FLEX</strong> позволяет закрепить на внутренней части крышки контейнера мелкие вещи и оборудование";https://static.tildacdn.com/stor3862-3836-4439-a431-353737373764/10653252.jpg;8550.00;;;;;mGUnZHD6KD3FA59s3fEJ;;;1800;1052;314;3;;;;;
300658462892;"Arcane Warrior";A.037.000015,101-000-004-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренняя молле-панель на крышку бокса 116 л FLEX Equipment Box Top Cover Expansion Plate (116L)";;"Алюминиевая молле-панель <strong>Top Cover Expansion Plate</strong>#nbsp;для бокса 116л серии <strong>FLEX</strong>#nbsp;позволяет закрепить на внутренней части крышки контейнера мелкие вещи и оборудование";https://static.tildacdn.com/stor3863-6636-4335-b766-376230363765/41448206.jpg;7505.00;;;;;04gHLVT3JxZ7g4unYfDB;;;1300;700;332;3;;;;;
395571570292;"Arcane Warrior";A.037.000008,101-000-021-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Наружная молле-панель на крышку бокса 36 л FLEX Equipment Box Top Cover Expansion Plate (36L)";;"Наружная алюминиевая панель расширения верхней части бокса<strong> FLEX </strong>(36 л)<br />Позволяет закрепить на внешней части крышки экспедиционного бокса <strong>FLEX </strong>различные дополнительные аксессуары и оборудование";https://static.tildacdn.com/stor3766-6164-4065-a232-636131313165/10307358.jpg;12160.00;;;;;VxzSEPFk5tbki9N4ThH8;;;2200;1040;366;4;;;;;
125645501532;"Arcane Warrior";A.037.000009,101-000-018-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Наружная молле-панель на крышку бокса 52 л FLEX Equipment Box Top Cover Expansion Plate (52L)";;"Наружная алюминиевая панель расширения верхней части бокса<strong>#nbsp;FLEX </strong>(52л)<br />Позволяет закрепить на внешней части крышки экспедиционного бокса <strong>FLEX </strong>различные дополнительные аксессуары и оборудование";https://static.tildacdn.com/stor3766-6164-4065-a232-636131313165/10307358.jpg;11780.00;;;;;nlYDIJhbMBm1gjk8PRDK;;;2100;979;360;4;;;;;
292828962752;"Arcane Warrior";A.037.000010,101-000-019-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Наружная молле-панель на крышку бокса 108 л FLEX Equipment Box Top Cover Expansion Plate (108L)";;"Наружная алюминиевая панель расширения верхней части бокса<strong>#nbsp;FLEX </strong>(108л)<br />Позволяет закрепить на внешней части крышки экспедиционного бокса <strong>FLEX </strong>различные дополнительные аксессуары и оборудование";https://static.tildacdn.com/stor3766-6164-4065-a232-636131313165/10307358.jpg;13585.00;;;;;Fd0Cviyaf29he278etnE;;;3000;1179;426;4;;;;;
322116958982;"Arcane Warrior";A.037.000018,101-000-025-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренний органайзер на крышку бокса FLEX Expansion Organiser (36L)";;"Внутренний органайзер FLEX Expansion Organiser (36 л)<br />Предназначен для закрепления на внутренней части крышки экспедиционного бокса <strong>Arcane Warrior</strong> серии <strong>FLEX</strong> для удобного размещения мелких аксессуаров и оборудования";https://static.tildacdn.com/stor3363-6235-4965-a139-633666396239/60667375.jpg;6460.00;;;;;ZEvIPRHN7dml6uRXhPRc;;;600;940;275;20;;;;;
793944172992;"Arcane Warrior";A.037.000017,101-000-009-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренний органайзер на крышку бокса FLEX Expansion Organiser (52L)";;"Внутренний органайзер FLEX Expansion Organiser (52л)<br />Предназначен для закрепления на внутренней части крышки экспедиционного бокса <strong>Arcane Warrior</strong>#nbsp;серии <strong>FLEX</strong>#nbsp;для удобного размещения мелких аксессуаров и оборудования";https://static.tildacdn.com/stor3564-3330-4634-b064-363265396330/98285560.jpg;6460.00;;;;;tKX8rzAynObxus28nFOR;;;700;895;260;20;;;;;
137884726502;"Arcane Warrior";A.037.000016,101-000-008-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренний органайзер на крышку бокса FLEX Expansion Organiser (108L)";;"Внутренний органайзер FLEX Expansion Organiser (108л)<br />Предназначен для закрепления на внутренней части крышки экспедиционного бокса <strong>Arcane Warrior</strong>#nbsp;серии <strong>FLEX</strong>#nbsp;для удобного размещения мелких аксессуаров и оборудования";https://static.tildacdn.com/stor6566-3465-4139-b466-626434396131/75974464.jpg;6840.00;;;;;ZA32VOlbIz1p2AC47U2C;;;800;1054;312;20;;;;;
864111939582;"Arcane Warrior";A.037.000019,101-000-007-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Внутренний органайзер на крышку бокса FLEX Expansion Organiser (116L)";;"Внутренний органайзер FLEX Expansion Organiser (116л)<br />Предназначен для закрепления на внутренней части крышки экспедиционного бокса <strong>Arcane Warrior</strong>#nbsp;серии <strong>FLEX</strong>#nbsp;для удобного размещения мелких аксессуаров и оборудования";https://static.tildacdn.com/stor6536-3936-4363-b335-356131386632/66378053.jpg;6460.00;;;;;14hUFACaZfmabn2NaK5r;;;600;700;330;20;;;;;
698756784572;"Arcane Warrior";A.037.000005,101-000-013-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Делитель внутреннего пространства бокса 52л FLEX equipment box divider (52L)";;"Разделитель внутреннего пространства <strong>Arcane Warrior </strong>для экспедиционного бокса 52л<strong> </strong>серии <strong>FLEX</strong><br />Позволяет правильно организовать пространство внутри бокса и надежно защитить оборудование от повреждений при движении по бездорожью<br /><br /><strong>Характеристики</strong><br /><ul><li data-list=""bullet"">Размер: 894*292*94 мм</li><li data-list=""bullet"">Материал: PP доска покрыта нетканым материалом</li><li data-list=""bullet"">Вес: около 0.5кг</li><li data-list=""bullet"">Свободное разделение, гибкое хранение</li><li data-list=""bullet"">Сопряжение модулей, простой в эксплуатации</li><li data-list=""bullet"">Мягкая поверхность для защиты объектов хранения</li><li data-list=""bullet"">Двухслойный дизайн, толстый и прочный</li><li data-list=""bullet"">Максимальное использование пространства, повышение эффективности хранения</li></ul>";https://static.tildacdn.com/stor3762-3364-4630-b233-383964373633/38130823.jpg;2850.00;;;;;6IFi2m3DsXXx7NmKPnZR;;;500;894;292;94;;;;;
756574991452;"Arcane Warrior";A.037.000006,101-000-012-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Делитель внутреннего пространства бокса 108л FLEX equipment box divider (108L)";;"Разделитель внутреннего пространства <strong>Arcane Warrior </strong>для экспедиционного бокса 108л<strong> </strong>серии <strong>FLEX</strong><br />Позволяет правильно организовать пространство внутри бокса и надежно защитить оборудование от повреждений при движении по бездорожью<br /><br /><strong>Характеристики</strong><br /><ul><li data-list=""bullet"">Размер: 1082*340*184мм</li><li data-list=""bullet"">Материал: PP доска покрыта нетканым материалом</li><li data-list=""bullet"">Вес: около 1.1кг</li><li data-list=""bullet"">Свободное разделение, гибкое хранение</li><li data-list=""bullet"">Сопряжение модулей, простой в эксплуатации</li><li data-list=""bullet"">Мягкая поверхность для защиты объектов хранения</li><li data-list=""bullet"">Двухслойный дизайн, толстый и прочный</li><li data-list=""bullet"">Максимальное использование пространства, повышение эффективности хранения</li></ul>";https://static.tildacdn.com/stor6133-3336-4864-a133-313661333065/62572383.jpg;3230.00;;;;;ctA0Y59DrXSpyGsZE0Zi;;;1100;1082;340;184;;;;;
367461547402;"Arcane Warrior";A.037.000007,101-000-011-00;;"Экспедиционные боксы>>>Аксессуары к экспедиционным боксам;Допы>>>Допы к боксам;Хранение";"Делитель внутреннего пространства бокса 116л FLEX equipment box divider (116L)";;"Разделитель внутреннего пространства <strong>Arcane Warrior </strong>для экспедиционного бокса 116л<strong> </strong>серии <strong>FLEX</strong><br />Позволяет правильно организовать пространство внутри бокса и надежно защитить оборудование от повреждений при движении по бездорожью<br /><br /><strong>Характеристики</strong><br /><ul><li data-list=""bullet"">Размер: 730*358*275мм</li><li data-list=""bullet"">Материал: PP доска покрыта нетканым материалом</li><li data-list=""bullet"">Вес: около 1.1кг</li><li data-list=""bullet"">Свободное разделение, гибкое хранение</li><li data-list=""bullet"">Сопряжение модулей, простой в эксплуатации</li><li data-list=""bullet"">Мягкая поверхность для защиты объектов хранения</li><li data-list=""bullet"">Двухслойный дизайн, толстый и прочный</li><li data-list=""bullet"">Максимальное использование пространства, повышение эффективности хранения</li></ul>";https://static.tildacdn.com/stor6362-3630-4630-a661-383234323462/94849080.jpg;3230.00;;;;;Akn6JbklePdo4VZJls7l;;;1100;730;358;75;;;;;
914706143282;;;;"Одежда и мерч";"Ультратонкие тактические перчатки Ultra-thin Tactical Gloves";;"Ультратонкие тактические перчатки <strong>Arcane Warrior Ultra-thin Outdoor Tactical Gloves</strong><br /><ul><li data-list=""bullet"">Полная ладонь с сенсорным экраном PU, нет необходимости снимать перчатки для управления мобильными телефонами, камерами, компьютерами и другими электронными устройствами</li><li data-list=""bullet"">манжеты вшиты внутрь эластичной ленты, чтобы обеспечить плотное прилегание манжет к запястью.</li><li data-list=""bullet"">Перфорированный ПУ с подкладкой из эластичной ткани для комфорта и воздухопроницаемости.</li><li data-list=""bullet"">Гексагональный ПУ для усиленной защиты пальцев и сетчатый композит для легкой амортизации.</li><li data-list=""bullet"">Отверстия для костяшек с эластичной подкладкой, дополнительное пространство для сгибания, легкость сгибания пальцев без усилий.</li><li data-list=""bullet"">Ремешок для удобного ношения и подвешивания.</li><li data-list=""bullet"">Ультратонкая, суперэластичная и дышащая ткань из спандекса, мягкая и приятная на ощупь, превосходная посадка.</li><li data-list=""bullet"">Полиуретановая подкладка обеспечивает двойную защиту и повышает устойчивость к истиранию.</li></ul><br /><strong>Размеры</strong>:<br />M ширина ладони: 87 мм общая длина: 210 мм длина среднего пальца: 83 мм вес: 0.064 кг<br />L ширина ладони: 97 мм, длина: 225 мм, длина среднего пальца: 88 мм, вес: 0.071 кг<br />XL ширина ладони: 98 мм, длина: 233 мм, длина среднего пальца: 96 мм, вес: 0.073 кг<br />-Материал: Полиэстер, ПУ, ПВХ.";https://static.tildacdn.com/stor3433-3337-4537-a364-393734336361/83886417.jpg;;;;;;XyG34GvfxR00NjHbhFEu;;;0;0;0;0;;;;;
891905591742;;102-003-004-00;;;"Ультратонкие тактические перчатки Ultra-thin Tactical Gloves - M";;;;3206.00;0;;Размер:M;;5XpFiPFZFuN47g2ssHvp;914706143282;;0;0;0;0;;;;;
517489969122;;102-003-005-00;;;"Ультратонкие тактические перчатки Ultra-thin Tactical Gloves - L";;;;3230.00;0;;Размер:L;;b3G5ukJlMLOoaBA2tZfs;914706143282;;0;0;0;0;;;;;
198870462962;;102-003-009-00;;;"Ультратонкие тактические перчатки Ultra-thin Tactical Gloves - XL";;;;3230.00;0;;Размер:XL;;2troEPLBITG1KgTg57A1;914706143282;;0;0;0;0;;;;;
289247944172;;;;"Одежда и мерч";"Ультратонкие тактические перчатки Ultra-thin half-finger non-slip gloves";;"Ультратонкие тактические перчатки <strong>Arcane Warrior Ultra-thin half-finger non-slip gloves</strong><br /><ul><li data-list=""bullet"">Материал: Полиэстер, ПУ, ПВХ.</li><li data-list=""bullet"">Ультратонкие, высокоэластичные и дышащие ткани, идеально подходят для руки, более удобны в ношении.</li><li data-list=""bullet"">Модный дизайн, яркие ткани</li><li data-list=""bullet"">Ультрамягкая и удобная замша на тыльной стороне большого пальца, легко сгибаются пальцы.</li><li data-list=""bullet"">Ремешок из микрофибры на манжете ладони, легко надевать и снимать перчатки.</li><li data-list=""bullet"">Нескользящий силиконовый принт обеспечивает надежный захват, а подкладка из EVA обеспечивает амортизацию и устойчивость к ударам.</li></ul><br />РАЗМЕРЫ:<br />M ширина ладони: 93 мм, длина: 122 мм, длина среднего пальца: 25 мм, вес: 0.042 кг<br />L ширина ладони: 96 мм, длина: 147 мм, длина среднего пальца: 30 мм, вес: 0.049 кг<br />XL ширина ладони: 106 мм, длина: 158 мм, длина среднего пальца: 34 мм, вес: 0.051 кг";https://static.tildacdn.com/stor3532-6165-4133-b034-393938643562/52443053.jpg;;;;;;txaixDkka8tfyIzfDyte;;;0;0;0;0;;;;;
476072809562;;102-003-006-00;;;"Ультратонкие тактические перчатки Ultra-thin half-finger non-slip gloves - M";;;;3206.00;0;;Размер:M;;Oi618HAJHKC4aFNcXbCk;289247944172;;0;0;0;0;;;;;
751697220102;;102-003-007-00;;;"Ультратонкие тактические перчатки Ultra-thin half-finger non-slip gloves - L";;;;3206.00;0;;Размер:L;;knAojOcvTVU6o9LHkPIr;289247944172;;0;0;0;0;;;;;
607007724562;;102-003-008-00;;;"Ультратонкие тактические перчатки Ultra-thin half-finger non-slip gloves - XL";;;;3206.00;0;;Размер:XL;;s5ByuxENm22ceDufcbs8;289247944172;;0;0;0;0;;;;;
